sir ridely scott even you gave in to this bs what are these years old doing in your movies,sir ridely scott even gave bs years old movies
another alien movie having the exact same plot as all previous alien movies unless they decide to give some more backstory etc why are they even wasting their time the only difference with this from the older movies it the aliens probably identify as trans or some other bullshit lol,another alien movie exact plot previous alien movies unless decide give backstory etc even wasting time difference older movies aliens probably identify trans bullshit lol
in space no one can hear you alien,space one hear alien
it already looks x better than prey was,already looks x better prey
in fede we trust,fede trust
is it just me or i can hear mechagodizilla roar in the background when the alien screams,hear mechagodizilla roar background alien screams
huuuuge alien isolation vibes and i love it,huuuuge alien isolation vibes love
id like aliens marine movie is probably my favorite out of the series,id like aliens marine movie probably favorite series
its basically alien for the gen z,basically alien gen z
we want sigourney weaver person cockroach cockroach cockroach,want sigourney weaver person cockroach cockroach cockroach
i love how theyve taken designs from alien isolation as well as the original,love theyve taken designs alien isolation well original
hyper hyped fr fr huge alien fan from the beginning,hyper hyped fr fr huge alien fan beginning
same script different actors,script different actors
atronaut what what about the awtx project you in it,atronaut awtx project
i can c already its more like alien isolation game than aliens so not great,c already like alien isolation game aliens great
i hope half the movie is a tinnitus simulation,hope half movie tinnitus simulation
something is in the whata hugging my face its just me bro you sound like a man in a metropolis this ship is part of the arsenal,something whata hugging face bro sound like man metropolis ship part arsenal
i want to believe but looks meh,want believe looks meh
at this point im rooting for the aliens,point im rooting aliens
what is this alien tik tok colonial marines,alien tik tok colonial marines
video varieties clapping hands clapping hands,video varieties clapping hands clapping hands
alien,alien
i think this looks terrible and wont be seeing it till a decent amount of reviews comes out i predict a high critic score and low to average audience score,think looks terrible wont seeing till decent amount reviews comes predict high critic score low average audience score
alvarez needs a casting agent this looks like teens in space,alvarez needs casting agent looks like teens space
the most british way to say water lol,british way say water lol
reminds me of the first alien yall did incredible,reminds first alien yall incredible
looks like a remake of the st episode,looks like remake st episode
half life,half life
finally gen z gets to get mauled by a giger alien,finally gen z gets get mauled giger alien
lets continue the franchise explore more save the good parts of the prometheus universe producers nah just make a space slasher thanks a lot,lets continue franchise explore save good parts prometheus universe producers nah make space slasher thanks lot
teenagers in spacelooks like im cheering on the alien,teenagers spacelooks like im cheering alien
release date august th,release date august th
petition for making alien isolation,petition making alien isolation
let me guess at the end one chick survives,let guess end one chick survives
looks awful,looks awful
its all fun and games until isaac shows up with his plasma cutter obviously awtx is in a great spot,fun games isaac shows plasma cutter obviously awtx great spot
so they are going to release a new alien movie with the same storyline same plot as the first alien movie every years got it,going release new alien movie storyline plot first alien movie every years got
who got a bunch of teenagers on a space station seems weird,got bunch teenagers space station seems weird
yawn more of the same,yawn
wow party popper,wow party popper
in space is impossible theres no such thing as space,space impossible theres thing space
looks lame like some fan made rubbish,looks lame like fan made rubbish
i dont see no marine action,dont see marine action
yeah put a crew of foul mouthed teenagers in space on some big a space ship and watch things pop out of their chests its been done far better in the previous films,yeah put crew foul mouthed teenagers space big space ship watch things pop chests done far better previous films
it looks stupid to me they made spaghetti horror out of all times horror classic just leave the alien franchise alone please,looks stupid made spaghetti horror times horror classic leave alien franchise alone please
i feel like watching all the alien movies again,feel like watching alien movies
i dont know why older horror films are much more scarier than more modern ones,dont know older horror films much scarier modern ones
christ they really ruined this whole franchise this looks like some forgettable summer teen horror flick,christ really ruined whole franchise looks like forgettable summer teen horror flick
please i need to remaster the old sequel ve forgotten the name any body help me with he previous sequels from to,please need remaster old sequel forgotten name body help previous sequels
that facehugger didnt even buy the man dinner,facehugger didnt even buy man dinner
catch an exclusive interview with binances ceo to get the scoop on future developments,catch exclusive interview binances ceo get scoop future developments
could really use a yautja or two right now,could really use yautja two right
i had to rewatch this trailer just now didnt see any zoomer broccoli so maybe this film still has potential,rewatch trailer didnt see zoomer broccoli maybe film still potential
is the black dude robot,black dude robot
alien destroyer of an ancient interstellar empire easy beat by anything wearing white panties eeeew face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy,alien destroyer ancient interstellar empire easy beat anything wearing white panties eeeew face tears joy face tears joy face tears joy face tears joy face tears joy
didnt see one romulan in the entire trailer,didnt see one romulan entire trailer
generation z versus the alien omfgoddess plzzzzz deliver me,generation z versus alien omfgoddess plzzzzz deliver
remember when we all thought it cant get worse than covenant we were so young and naive,remember thought cant get worse covenant young naive
my checklist enough lady bosses to make me not interested check,checklist enough lady bosses make interested check
not what i was expecting story follow up looks quite generic it seems that the formula is getting really old i feel the boredom out of this also they are givin hints in space no one can hear you scream scream movie formula in space,expecting story follow looks quite generic seems formula getting really old feel boredom also givin hints space one hear scream scream movie formula space
i think it was unnecessary to show how the facehugger does its thing,think unnecessary show facehugger thing
i am sick and tired of strong women in movies bring back the men,sick tired strong women movies bring back men
aliens with garra charrua south americans will understand smiling face with sunglasses,aliens garra charrua south americans understand smiling face sunglasses
please be good please be good please be good,please good please good please good
can no one afford to put lights in the hallways of these goddamn ships,one afford put lights hallways goddamn ships
it looks like theyre trying to make a genz teenage horror movie but in the alien universe bring the grownups back,looks like theyre trying make genz teenage horror movie alien universe bring grownups back
in space no one can hear you scream they still have that tagline,space one hear scream still tagline
woo,woo
people who came from tik tok only can like this comment backhand index pointing down,people came tik tok like comment backhand index pointing
its in the water what do you mean theres something in the waterwait can you say bottle of water for me please,water mean theres something waterwait say bottle water please
and you thought worse than marvels and the blue beetle can no longer be alien romulus hold my beer,thought worse marvels blue beetle longer alien romulus hold beer
aliens they mostly come out at night mostly alien romulus theres sumfin in the fain woah,aliens mostly come night mostly alien romulus theres sumfin fain woah
so sad that the story is not about david from prometheus nd alien covenantand their journey towards origae,sad story david prometheus nd alien covenantand journey towards origae
will we ever know what happenned with the engeeners im really over with the xenomorphs,ever know happenned engeeners im really xenomorphs
some kind of alien romulus man awtx is the best thing you said love it,kind alien romulus man awtx best thing said love
the cast looks like a bunch of kids face with tears of joy,cast looks like bunch kids face tears joy
so not only has this paid tribute to alien horror and clearly aliens action horror but its also paid tribute to alien isolation those vents detail and the flare throw from the teaser trailer,paid tribute alien horror clearly aliens action horror also paid tribute alien isolation vents detail flare throw teaser trailer
hope this doesnt turn into another f a l i e n,hope doesnt turn another f l e n
the way they used that scary thumping noise to start the trailer and transitioned it to being the chestburster scene was terrifying this year got actually saved by awtx,way used scary thumping noise start trailer transitioned chestburster scene terrifying year got actually saved awtx
all alien films are the best,alien films best
plenty of dei like most modern sci films and horror too bad,plenty dei like modern sci films horror bad
i officially have tinnitus from this video,officially tinnitus video
this has to be connected to alien isolation,connected alien isolation
hopefully this is better than the last from ridley scott folded hands,hopefully better last ridley scott folded hands
hope this isnt garbage,hope isnt garbage
in space no one can hear you sequel the sequeler,space one hear sequel sequeler
looks like some british kids stumble across the space station from alien resurrection,looks like british kids stumble across space station alien resurrection
looks like a live action alien isolation in a bad way and a waaay to much of a fan service,looks like live action alien isolation bad way waaay much fan service
i like my aliens movies made by non horror directors,like aliens movies made non horror directors
child actors not a good movie,child actors good movie
so many spoilers in this young people alien trailer,many spoilers young people alien trailer
ive seen this before and ill watch it again for better or for worse,ive seen ill watch better worse
several alien vibes in this trailer good,several alien vibes trailer good
we were expecting it to be connected to prometheuss engineer story however it turned out to be the same old alien horror im tired of seeing the old product in a new package,expecting connected prometheuss engineer story however turned old alien horror im tired seeing old product new package
another dark unlit move where you cant see a thing in daylight,another dark unlit move cant see thing daylight
hello maam were with the colonial marines we can assure your safety,hello maam colonial marines assure safety
looks fantastic but i regret watching this trailer honestly i feel like it showed off wayyy too much,looks fantastic regret watching trailer honestly feel like showed wayyy much
smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes,smiling face heart eyes smiling face heart eyes smiling face heart eyes smiling face heart eyes smiling face heart eyes
this better inspire another alien isolation game,better inspire another alien isolation game
no one wants to watch this bs we want to see whats going on with the engineers,one wants watch bs want see whats going engineers
in spaceno one heats your cream should know awtx is in its prime,spaceno one heats cream know awtx prime
dei is strong with this film unamused face,dei strong film unamused face
alien alien again weve seen this movie,alien alien weve seen movie
among us irl,among us irl
no one from subsequent directors didnt understood that alien movie is not about creepy lizard in space its about capitalism itself and its origins,one subsequent directors didnt understood alien movie creepy lizard space capitalism origins
i hope we finally get a worthy aliens sequel,hope finally get worthy aliens sequel
it just looks lame pensive face aliens tinnitus alins fumfings ind wtah kills incompetent people alina romulus the ya movie,looks lame pensive face aliens tinnitus alins fumfings ind wtah kills incompetent people alina romulus ya movie
turn on captions and it gives you all the character names beware though because it has spoiled endings to movies no exit didnt need to watch as captions gave kidnapperkiller away,turn captions gives character names beware though spoiled endings movies exit didnt need watch captions gave kidnapperkiller away
they needed to stop making these after the first one,needed stop making first one
what if hasbro make alien vs predator toys,hasbro make alien vs predator toys
another teensplattermovie alien style horror and climax has abandoned our movies and got replaced with dozens of fwords because the current generation doesnt understand proper communication otherwise,another teensplattermovie alien style horror climax abandoned movies got replaced dozens fwords current generation doesnt understand proper communication otherwise
that facehugger is going to get this movie an x rating,facehugger going get movie x rating
use terminatus for emperors sake,use terminatus emperors sake
was his eyes supposed to turn white can clearly see his pupils,eyes supposed turn white clearly see pupils
shame this already looks like a fail just by the cast and director,shame already looks like fail cast director
looks like a waste of time no story line here just a horror movie cliche,looks like waste time story line horror movie cliche
anyone hyped for this movie,anyone hyped movie
why has this not gotten more attention,gotten attention
theyve totally ripped off the alien series,theyve totally ripped alien series
ok whats new it seems the story is always the same,ok whats new seems story always
dares some fin in da fking wahwah,dares fin da fking wahwah
the young people break into a place and end up victims plotlines are fede alvarezs favorite,young people break place end victims plotlines fede alvarezs favorite
rated pg,rated pg
thousands of years in the future highly trained interplanetary workers who grew up on space stations will still have british working class accents,thousands years future highly trained interplanetary workers grew space stations still british working class accents
come on mr scott i know you got it in you please make it good,come mr scott know got please make good
feel like i just saw the whole movie,feel like saw whole movie
that passionate kiss from the facehugger made him feel out of this world facewithtearsofjoy face with tears of joy face with tears of joy,passionate kiss facehugger made feel world facewithtearsofjoy face tears joy face tears joy
yip b o r i n g,yip b r n g
w red heart,w red heart
in the name of science i shall put my face in it,name science shall put face
calling it now just based on how bad the trailer is this movie will be mid not scary and be forgotten a week after release,calling based bad trailer movie mid scary forgotten week release
no michael fassbender ill pass,michael fassbender ill pass
ngl yall are hating for literally no reason everyone is saying itll be bad bc its a young cast acting like most horror movies are filled with industry veterans skull,ngl yall hating literally reason everyone saying itll bad bc young cast acting like horror movies filled industry veterans skull
that part looks like hentai personfacepalming off to a great start,part looks like hentai personfacepalming great start
more of the same,
i just had this reccommended by yt and i am very confused face with tears of joy grinning face with sweat grinning face with sweat,reccommended yt confused face tears joy grinning face sweat grinning face sweat
so who plays ripley now,plays ripley
alien destroy our lives and humans,alien destroy lives humans
ok another thing hollywood doesnt or does think about when releasing you have a mostly teenage cast getting oviposited down their throats and they seem to be going really in depth with those scenes now looks like anothe cuties incident,ok another thing hollywood doesnt think releasing mostly teenage cast getting oviposited throats seem going really depth scenes looks like anothe cuties incident
has this franchise surpassed star trek movies yet lol,franchise surpassed star trek movies yet lol
wow so bad,wow bad
that space stations interior looks so good just like alien isolation,space stations interior looks good like alien isolation
in space noone is over nineteen,space noone nineteen
looks like a teen flik hard pass they all look under lol,looks like teen flik hard pass look lol
how obvious do you want the cgi environments to be th century studios yes,obvious want cgi environments th century studios yes
why does this whole cast look like theyre in high school lol,whole cast look like theyre high school lol
id it doesnt build on the entire storyline and its just aliens killing humans then just delete the movie and start over a quiet place day one was one of the worst movies i have ever seen please dont let this be like that,id doesnt build entire storyline aliens killing humans delete movie start quiet place day one one worst movies ever seen please dont let like
did not come out yet but i already love it looks like aliens,come yet already love looks like aliens
i was expecting a star trekaliens crossover im quite disappointed,expecting star trekaliens crossover im quite disappointed
alien is a perfect villain no speeches just action and fear,alien perfect villain speeches action fear
i bet everyone on board studied spiders just before they died,bet everyone board studied spiders died
i dunno a whole minutes and not a single android blew another androids flute is this even an alien movie,dunno whole minutes single android blew another androids flute even alien movie
well its about bloody time someone made an actual alien movie no white bold giants this time please,well bloody time someone made actual alien movie white bold giants time please
how can you call this movie woke because what you all saw asian and black character beside the director said that the cast will be like year olds and they wont be seasoned scientists but a inexperienced colonisers so do some research on this movie before commenting,call movie woke saw asian black character beside director said cast like year olds wont seasoned scientists inexperienced colonisers research movie commenting
erh nerh britbongers in space regional english accents utterly ruin scifi and i say this as a card carrying britbonger fantasy yes totally fine works well scifi absolutely hate please just stop,erh nerh britbongers space regional english accents utterly ruin scifi say card carrying britbonger fantasy yes totally fine works well scifi absolutely hate please stop
looks like a shitty netflix movie,looks like shitty netflix movie
bag actors boring faces,bag actors boring faces
this is fantastic,fantastic
please dont just no ill just rewatch aliens instead enough with this garbage,please dont ill rewatch aliens instead enough garbage
trash,trash
id say the face hugger was doing a bit more than hugging innit,id say face hugger bit hugging innit
so this is more or less alien but what if it was a cheesy teensearly s horror looks like its gonna blow,less alien cheesy teensearly horror looks like gon na blow
welcome back chopper,welcome back chopper
deadspace vibes big time,deadspace vibes big time
rinse cycle on repeat i see same plot no new ideas face with tears of joy movie industry is laughable rn,rinse cycle repeat see plot new ideas face tears joy movie industry laughable rn
based on alien covenant i have no confidence that this movie will be good,based alien covenant confidence movie good
i hopr the storyline and dialogue are a lot better in the rest of the movie,hopr storyline dialogue lot better rest movie
ruined like star wars,ruined like star wars
that face hugger was in the mood and he was not who knows awtx this is the smartest thing i came across for a while,face hugger mood knows awtx smartest thing came across
negative lighting budget,negative lighting budget
great another trailer that gives away of the movie amazing work century studios,great another trailer gives away movie amazing work century studios
finally finally a movie where the writers put in something that will become a part of cinema lexicon although im not sure how to spell wo ah grinning face with sweat,finally finally movie writers put something become part cinema lexicon although im sure spell wo ah grinning face sweat
havent you movie people ever heard of tinnitus ouch not watching this movie based on that alone dam that hurt,havent movie people ever heard tinnitus ouch watching movie based alone dam hurt
this is a rip off made up of exact scenes from all the other aliens movies count me out ill wait for streaming,rip made exact scenes aliens movies count ill wait streaming
everyone in these comments seem so negativei on the other hand am excited,everyone comments seem negativei hand excited
i wonder how denis villeneuve will do this movie,wonder denis villeneuve movie
official trailer to be continued loading genesis handshake ridley scott,official trailer continued loading genesis handshake ridley scott
in hollywood no one can hear long time fans scream in disgust,hollywood one hear long time fans scream disgust
can they not think of new stories to tell in this universe feels like ive already seen this movie and its not even out yet,think new stories tell universe feels like ive already seen movie even yet
why not a sequel to alien covenant sadbutrelievedface sad but relieved face loudly crying face loudly crying face loudly crying face loudly crying face enraged face,sequel alien covenant sadbutrelievedface sad relieved face loudly crying face loudly crying face loudly crying face loudly crying face enraged face
when did they do a national casting call for high school theatre students,national casting call high school theatre students
one of the best trailers ive seen in a while,one best trailers ive seen
theys somethin in the fookin woer,theys somethin fookin woer
omg the monster in the wotah,omg monster wotah
where is sorjourney weaver,sorjourney weaver
memba alien yeah i memba,memba alien yeah memba
this thing took yrs,thing took yrs
in space no one can hear you demand your money back,space one hear demand money back
sad how they ruined the alien and predator franchise with these lame movies,sad ruined alien predator franchise lame movies
this unprepared untrained and inexperienced group of friends seem to last longer and better than the people did in the first two alien movies,unprepared untrained inexperienced group friends seem last longer better people first two alien movies
that silence at the end when the title slowly forming like the first this is truly befitting successor as a semi sequel,silence end title slowly forming like first truly befitting successor semi sequel
what a diverse cast they even have a alien,diverse cast even alien
lol i was wondering why a lot of people picked up alien isolation again a new movie hell yeah,lol wondering lot people picked alien isolation new movie hell yeah
starting to think chronologically this is what was going on shortly before ellen ripley woke up from hypersleep and these people were of that human colony that newt came from,starting think chronologically going shortly ellen ripley woke hypersleep people human colony newt came
years old kids are being let to go with billions of dolars equipment in a planetary mission to find alien life form,years old kids let go billions dolars equipment planetary mission find alien life form
therz soin in da fuin waer,therz soin da fuin waer
i hope whoever did this sound design did it for the whole movie,hope whoever sound design whole movie
even the farthest spaceship crew must have seen alien by now so why do they repeat their mistakes again and again,even farthest spaceship crew must seen alien repeat mistakes
fire fire fire fire,fire fire fire fire
times over my friends no one is getting anymore likes for leaving a comment weyland yutani building better worlds end of transmission,times friends one getting anymore likes leaving comment weyland yutani building better worlds end transmission
well thats a new nope acid blood suspended in zero gravity while youre floating helplessly through it yea thats a nope,well thats new nope acid blood suspended zero gravity youre floating helplessly yea thats nope
alien snatch you fakin lemon face with tears of joy,alien snatch fakin lemon face tears joy
recycling movies,recycling movies
those aggressive face huggers are lowkey terrifying,aggressive face huggers lowkey terrifying
another dei failure bring back the real series not this politically correct crap,another dei failure bring back real series politically correct crap
looks like dei got a hold of the aliens franchise as well,looks like dei got hold aliens franchise well
i was hoping it lined up with the last two movies,hoping lined last two movies
british dehydrated spongebob waaaaaaauhhhhhhhhhhh,british dehydrated spongebob waaaaaaauhhhhhhhhhhh
aliens gen z,aliens gen z
all this time since this what you come up with this look like its gonna be pure garbage crying face crying face,time since come look like gon na pure garbage crying face crying face
look a teenage angst alien movie they sure know what people want,look teenage angst alien movie sure know people want
im ready alien,im ready alien
no imagination always the same with alien,imagination always alien
alien inclusion,alien inclusion
melrose space,melrose space
why just why please let old franchises be they dont need endless remakes and continuation films whilst these versions are good they had their chance and blew it to fully connect the s alien films,please let old franchises dont need endless remakes continuation films whilst versions good chance blew fully connect alien films
no dont like it,dont like
the first trailers looked dumb this makes the movie a bit more exciting,first trailers looked dumb makes movie bit exciting
sumfin inna wahuh face with tears of joy,sumfin inna wahuh face tears joy
alien franchise is getting draggy,alien franchise getting draggy
pov they finally made among us into a movie,pov finally made among us movie
can already tell theyve coopted the franchise to spread the message which is so phenomenally stupid given the original ah well,already tell theyve coopted franchise spread message phenomenally stupid given original ah well
not sure what i think of this as the guy from after is in this looks a little slow thinking face,sure think guy looks little slow thinking face
jesus that face hugger just violated that man,jesus face hugger violated man
hmm looks exactly like the rest of them,hmm looks exactly like rest
never been more excited for an alien movie since aliens,never excited alien movie since aliens
going by the teaser they are solely relying on jump scares no story nothing new just cheap darks and jump scares milking the franchise brit accent thrown in to make it look different,going teaser solely relying jump scares story nothing new cheap darks jump scares milking franchise brit accent thrown make look different
i cant believe were going to see the xenomorphs fight the romulans,cant believe going see xenomorphs fight romulans
the best part about these trailers so far is that fede alvarez said in an interview when the teaser trailer came out he doesnt want to show too much of this movie who knows awtx this is the most impressive thing i came across for a while,best part trailers far fede alvarez said interview teaser trailer came doesnt want show much movie knows awtx impressive thing came across
so they remade alien with dei what is original or adds to the story,remade alien dei original adds story
i have a feeling all of the characters are going to have awful acting awful lines and make even worse decisions,feeling characters going awful acting awful lines make even worse decisions
that portable xray device is bloody awesome,portable xray device bloody awesome
lots of dei red flags here,lots dei red flags
prometheus put a point,prometheus put point
it still doesnt answer the fundamental question ive been wondering since do xenomorphs poop,still doesnt answer fundamental question ive wondering since xenomorphs poop
please do not get involved i am begging you,please get involved begging
sumfn in the woer,sumfn woer
no,
what is this bs kids in space enough,bs kids space enough
man i really wish they would have picked up off covenant,man really wish would picked covenant
he should let hr know about that face hugger,let hr know face hugger
omg,omg
binances ceo opens up about future developments in an exclusive interview,binances ceo opens future developments exclusive interview
ello oym from essex in case you couldnt tell me given name is dickey oy come from billericay an oyve fallen down the well,ello oym essex case couldnt tell given name dickey oy come billericay oyve fallen well
cant they come up with original ideas anymore especially in scifi,cant come original ideas anymore especially scifi
xeno talks for the first time xenomorph we re gonna get youuu facewithtearsofjoy,xeno talks first time xenomorph gon na get youuu facewithtearsofjoy
and this is ow ong tuh yu et ow a here theres something in deh wow tah when the writing is so bad its just better to plug your ears and listen to your own tinnitus,ow ong tuh yu et ow theres something deh wow tah writing bad better plug ears listen tinnitus
wow that title reveal is straight out of the s,wow title reveal straight
fede alvarez said he played alien isolation and it was a huge reason why he wanted to make this movie i freaking knew it i loved that game so now im even more hyped,fede alvarez said played alien isolation huge reason wanted make movie freaking knew loved game im even hyped
the brit the s sumfn in tha wowa the facehugger inserting speech upgrade,brit sumfn tha wowa facehugger inserting speech upgrade
the facehugger attacks look to be wicked af folded hands,facehugger attacks look wicked af folded hands
the overly dramatic dialogue and hollywood magic have already foreshadowed its place in the hall of craptastic alien films i hope im wrong but i have no plans to see it in theaters ill play alien isolation instead,overly dramatic dialogue hollywood magic already foreshadowed place hall craptastic alien films hope im wrong plans see theaters ill play alien isolation instead
it looks like a basic sci fi jumpscare movie like the bad guy could be anything i dont feel a connection to the storyline lore or characters,looks like basic sci fi jumpscare movie like bad guy could anything dont feel connection storyline lore characters
going to be trash,going trash
they got the gen z cast,got gen z cast
the face huggers really have the gwak gwak,face huggers really gwak gwak
bit rude to put that egg in me chest innit brav,bit rude put egg chest innit brav
alien screaming college interns,alien screaming college interns
look so bad,look bad
i predict it will be painfully adequate,predict painfully adequate
please dont be some woke bullcrap,please dont woke bullcrap
the british dude there is sumtin in a wo ah the alien i mostly drink woah mostly,british dude sumtin wo ah alien mostly drink woah mostly
nobody talking about the dude givin the facehugger the gawkgawk mkay,nobody talking dude givin facehugger gawkgawk mkay
face hugger would have to take me out to dinner before jumping on my face like that,face hugger would take dinner jumping face like
great now my tinnitus has tinnitus,great tinnitus tinnitus
if it doesnt tie into prometheus and covenant that will be very disappointing,doesnt tie prometheus covenant disappointing
this trailer is revealing too much,trailer revealing much
same theme same story and different actors stop this bullshit confounded face head shaking vertically its a clown clown face now,theme story different actors stop bullshit confounded face head shaking vertically clown clown face
actorscrew too young ridiculous,actorscrew young ridiculous
crap,crap
somehow someway in some hopeful time in the future they do an alien movie like they did the nd aliens,somehow someway hopeful time future alien movie like nd aliens
so many spoilers in the trailer jez are that the best moments of the movie lol im sorry for my negativity but my trust in big movie studios are so low i havent seen a good aaa movie in a while it is just over the top action and sg with a crappy story that doesnt make any sense i wish they focused more on the story and less action dont get me wrong a good action scene can be real good if it is done right il stop rambling now lets hope this movie is good,many spoilers trailer jez best moments movie lol im sorry negativity trust big movie studios low havent seen good aaa movie top action sg crappy story doesnt make sense wish focused story less action dont get wrong good action scene real good done right il stop rambling lets hope movie good
where is siqourey weaver ripley she was the only one who knew how to kill it,siqourey weaver ripley one knew kill
in spaceno one is there but you and pdiddy,spaceno one pdiddy
why cant they have an alien movie take place in new york or something and fight the us military that would be cool and more different this trailer looks like the same plot as the other alien movies,cant alien movie take place new york something fight us military would cool different trailer looks like plot alien movies
theres something in the whaer,theres something whaer
as a fan who grew up watching alien and thus watched the movies countless times this trailer doesnt raise the slightest curiosity and that shocked me,fan grew watching alien thus watched movies countless times trailer doesnt raise slightest curiosity shocked
lemme guess they totally disregard the quarantine protocol,lem guess totally disregard quarantine protocol
ladies and gentlemen the movie opens in month im happy that fede alvarez and ridley scott are getting back to basics here dont get me wrong i really enjoy prometheus and covenant but its always refreshing to go back to to the classic feel of the original movie from years ago love all these familiar callbacks and this looks like the darkest installment yet i wonder how this will play out being set after part and before part,ladies gentlemen movie opens month im happy fede alvarez ridley scott getting back basics dont get wrong really enjoy prometheus covenant always refreshing go back classic feel original movie years ago love familiar callbacks looks like darkest installment yet wonder play set part part
looks like a rubbish sixthform drama course imagining as typified by low quality unconvincing delivery of theres just sumfink in vuh fukin wohah i think ill give it a miss prometheus and especially covenant very hard acts to follow,looks like rubbish sixthform drama course imagining typified low quality unconvincing delivery theres sumfink vuh fukin wohah think ill give miss prometheus especially covenant hard acts follow
meh probably wont be that good,meh probably wont good
there will be a parach again for any,parach
put a diverse woman in it and make it super lame my official prediction for this movie borrowed from cartman,put diverse woman make super lame official prediction movie borrowed cartman
that looks sooo bad omfg,looks sooo bad omfg
finally an alien movie that seems is going back to the feel and look of the original,finally alien movie seems going back feel look original
perhaps the worst film in childhood,perhaps worst film childhood
more cgi bunk,cgi bunk
reading the comments here makes me wonder if all you people do is complain watch the movie enjoy it if you dont wanna watch it because its the same as the other alien movies then dont literally nobody cares just a bunch of complaining crybabies,reading comments makes wonder people complain watch movie enjoy dont wan na watch alien movies dont literally nobody cares bunch complaining crybabies
half the movie is already spoiled with this trailer whats the point to see this also looks like generic modern hollywood blockbuster horror film,half movie already spoiled trailer whats point see also looks like generic modern hollywood blockbuster horror film
best thing is alien logo showing up at the end of this trailer,best thing alien logo showing end trailer
what is wrong with casting directors these days,wrong casting directors days
this looks so fking good alien drop of blood robot,looks fking good alien drop blood robot
this is the sequel for the movie years ago,sequel movie years ago
the best part about these trailers so far is that fede alvarez said in an interview when the teaser trailer came out he doesnt want to show too much of this movie,best part trailers far fede alvarez said interview teaser trailer came doesnt want show much movie
looks typically boring and derivative,looks typically boring derivative
this looks great and using some british actors gives it a much more real and gritty feel,looks great using british actors gives much real gritty feel
wheres david,wheres david
whoa this is the real trailer instead of one of the eight hundred phony ones that have been floating around for a year,whoa real trailer instead one eight hundred phony ones floating around year
hold still open your mouth facehugger,hold still open mouth facehugger
red heart,red heart
they ruined the most iconic scifi horror movies by turning them into poorly conceived franchises the original films had unique compelling stories but the sequels and spinoffs often feel like cash grabs lacking the originals creativity and suspense,ruined iconic scifi horror movies turning poorly conceived franchises original films unique compelling stories sequels spinoffs often feel like cash grabs lacking originals creativity suspense
alien isolation in movie good idea,alien isolation movie good idea
well i have the feeling that this alien looks like everything i would expect to see in an alien movie,well feeling alien looks like everything would expect see alien movie
some of yall in the comments want this movie to fail and it shows,yall comments want movie fail shows
another femdisaster movie my gosh,another femdisaster movie gosh
to many tokens looks like woke crap,many tokens looks like woke crap
yall remember in aliens when the tracker was going off and the xenomorphs were above the ceiling scarred me for life,yall remember aliens tracker going xenomorphs ceiling scarred life
please dont be a disappointment please dont be a disappointment please dont be a disappointment,please dont disappointment please dont disappointment please dont disappointment
if the quality of the video is anything like the movie ill give this one a miss,quality video anything like movie ill give one miss
star struck star struck star struck star struck star struck,star struck star struck star struck star struck star struck
we need to call in predator,need call predator
so the original alien introduced dark gritty scifi with workers in a nonforgiving capitalist future to become this shiny tiktok trailer,original alien introduced dark gritty scifi workers nonforgiving capitalist future become shiny tiktok trailer
cast of kids barely out of high school i guess they want us rooting for the hostile seething xenomorphs in this one face with tears of joy face with tears of joy,cast kids barely high school guess want us rooting hostile seething xenomorphs one face tears joy face tears joy
i cried when the alien said its romulin time and romulated all over the place,cried alien said romulin time romulated place
time to replay alien isolation,time replay alien isolation
man shrugging the older backhand index pointing left smiling face with horns version call me hand is more skull and crossbones luxurious skull and crossbones,man shrugging older backhand index pointing left smiling face horns version call hand skull crossbones luxurious skull crossbones
ea,ea
new dbd xeno and ripley skins incoming,new dbd xeno ripley skins incoming
cant believe this trailer is a month old and i just found out this movie exists today ive been watching alien and predator lore videos for several weeks and just now got this ad,cant believe trailer month old found movie exists today ive watching alien predator lore videos several weeks got ad
yawn,yawn
so they send their school classes now alone into space,send school classes alone space
floating in to the alien acid blood is too cool,floating alien acid blood cool
the woke version of the alien franchise all young all races many girls etc,woke version alien franchise young races many girls etc
yea not watching it this franchise went down hill,yea watching franchise went hill
looks crap,looks crap
there is nothing else left to do with aliens they should keep the focus on the beginning phases of alien vs predator way more interesting,nothing else left aliens keep focus beginning phases alien vs predator way interesting
in space there are no adults,space adults
incredible,incredible
lets remake the same movie for the rd time ok man,lets remake movie rd time ok man
what is this mess was this crew recruited straight out of high school seriously is this a joke this movie should have been titled final destination in space,mess crew recruited straight high school seriously joke movie titled final destination space
okay lets go watching this crying face,okay lets go watching crying face
boom,boom
all this crap from ppl who didnt see the movie yet i think move will be good not like first but still a lot better than prometheus and covenant,crap ppl didnt see movie yet think move good like first still lot better prometheus covenant
acheron thats very colony base thats in the movie aliens aka acheron lv,acheron thats colony base thats movie aliens aka acheron lv
i get they dont want to give the movie away but this doesnt remotely sell it,get dont want give movie away doesnt remotely sell
disney loves cash cows an alien ride at disneyland is a sure bet be tough to fit one on mickeys face,disney loves cash cows alien ride disneyland sure bet tough fit one mickeys face
mfs really be watching a trailer and deciding the quality of the movie like theyve seen it times,mfs really watching trailer deciding quality movie like theyve seen times
